otsikko,teksti,tahdet,url,kieli,lemmatized_text,mallin_ennuste
placeholder,Reiskat. Koko vastasi hyvin. Todella laadukkaat.,5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder reiska . koko vastata hyvin . tode laadukas .,positiivinen
placeholder,"Luottojalkineet. Ostin jo toiset Reinot miehelleni lahjaksi, koska ensimmäiset ovat olleet niin mieleiset, että ahkerasta käytöstä menneet rikki! Ehdottomasti suosikkijalkineet!",5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,"placeholder luotto#jalkine . ostaa jo toinen reino mies lahja , koska ensimmäinen olla olla niin mieleinen , että ahkera käyttö mennä rikki ! ehdottomasti suosikki#jalkine !",positiivinen
placeholder,"Laadukkaat tossut. Isänpäivälahjaksi menivät Reinot. Laadukkaat ja kestävät tossut, kuten Reinot ovat tavanneet olla. Kilpailijaa huomattavasti kestävämmät ja paremmat, vaikka nämä kalliimmat ovatkin",5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,"placeholder laatukka tossu . isänpäivä#lahja mennä reino . laatukka ja kestävä tossu , kuten reino olla tavanne olla . kilpailija huomattavasti kestävä ja hyvä , vaikka tämä kallismma olla",positiivinen
placeholder,"Hyvä lahja. Ostin isänpäivälahjaksi, nämä olivat jo kolmannet Reinot mitä isä omistaa. Vanhat olivat jo niin kuluneet että lensivät roskiin. Saaja pitää tohveleista kovasti!",5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,"placeholder hyvä lahja . ostaa isänpäivä#lahja , tämä olla jo kolmas reino mikä isä omistaa . vanha olla jo niin kulune että lensivä roska . saaja pitää tohveli kovasti !",positiivinen
placeholder,"Tassujen tossut. Helppo laittaa jalkaan ja tepastella postilaatikolle aamuisin. Vintagemalli sopii niin nuorelle kuin vähän vanhemmallekin? Oikein tassujen tossu, ei voi muuta sanoa.",5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,"placeholder tassu tossu . helppo laittaa jalka ja tepastella posti#laatikko aamuisin . vintagemalli sopia niin nuori kuin vähän vanhempi ? oikein tassu tossu , ei voida muu sanoa .",positiivinen
placeholder,Ihanat tossut. Ostin ihanat Reino & Ainotossut. Olemme perheessämme käyttäneet vuosia näitä klassikkotossuja ja olemme niihin hyvin tyytyväisiä. Lapset haluavat aina uudet kun entiset jäävät pieniksi. Nämä tossut ovat lämpimät ja soveltuvat niin sisä kuin ulkokäyttöön. Suosittelen.,5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder ihana tossu . ostaa ihana Reino & ainotossu . olla perhe käyttää vuosi tämä klassikko#tossuja ja olla se hyvin tyytyväinen . lapsi haluta aina uusi kun entinen jäädä pieni . tämä tossu olla lämpi#mät ja soveltua niin sisä kuin ulko#käyttö . suositella .,positiivinen
placeholder,Lämpimät ja pohjat pitävät liukkaallakin. Isänpäiväostos ja käytössä päivittäin. Entiset kuluivat kantapäistä puhki.,5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder lämpi#mät ja pohja pitää liukas . isänpäiväostos ja käyttö päivittäin . entiset kulua kanta#pää puhki .,positiivinen
placeholder,"Lämpimät, laadukkaat ja kestävät tossut. Ostin nämä noin kaksi kk. sitten ja en ole tippaakaan katunut ostosta. On toiminut yli odotusten!",4,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,"placeholder lämpi#mät , laadukas ja kestävä tossu . ostaa tämä noin kaksi kk. sitten ja ei olla tippaakaan katunut ostos . olla toimia yli odotusten !",positiivinen
placeholder,Reiskat. Oiken kokoiset sopii myös rintavaan jalkaan,5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder reiska . oike kokoinen sopia myös rintava jalka,positiivinen
placeholder,Hyvin on toimineet entiseen malliin. Ostettu marraskuussa ja hyvältä ovat tuntuneet ja väri on erinomainen.,4,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder hyvin olla toimia entinen malli . ostettu marraskuu ja hyvä olla tuntunut ja väri olla erinomainen .,positiivinen
placeholder,Aivan loistavat ja kestävät tossut. Olen erittäin tyytyväinen,3,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder aivan loistava ja kestävä tossu . olla erittäin tyytyväinen,positiivinen
placeholder,Reinot. Takuu varma lahja miehelle aina!,5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder reino . takuu varma lahja mies aina !,positiivinen
placeholder,Nää on vaan parhaat!! Käypi jalkaan ku jalkaan,5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder tämä olla vaan hyvä ! ! käypi jalka kun jalka,positiivinen
placeholder,Mielipide. Ostin pojalle ja miniälle lahjaksi Reinot ja Ainot. Ne ovat olleet mieleiset.,5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder mieli#pide . ostaa poika ja miniä lahja reino ja ainot . se olla olla mieleinen .,positiivinen
placeholder,"Teinin lempparit. Hyvät on.Helpot laittaa jalkaa,soveltuu kotioloihin sekä myös mopoilun.",4,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,"placeholder teinin lemppari . hyvä olla . helpo laittaa jalka , soveltuu koti#olo sekä myös mopoilu .",positiivinen
placeholder,"Sopii hyvin tarkoitukseensa. Ostin riittävän suuren koon, jotta jalkaan voi laittaa tarvittaessa useammankin sukan. Jalkinetta on hyvä käyttää, vaikka sukkien määrä vaihtelee.",4,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,"placeholder sopii hyvin tarkoitus . ostaa riittävä suuri koko , jotta jalka voida laittaa tarvita usea sukka . jalkinetta olla hyvä käyttää , vaikka sukka määrä vaihdella .",positiivinen
placeholder,Reinot. Koko hyvä. Materiaali kestävä,4,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder reino . koko hyvä . materiaali kestävä,positiivinen
placeholder,Lämpimät. Lämpimät ja mukavat jalalle.,5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder lämpi#mät . lämpi#mät ja mukava jalka .,positiivinen
placeholder,Lämpöiset tossut asenteella. Mieheni tykläsi kovasti lahjaksi saamistaan kengistä.,5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder lämpöinen tossu asenne . mies tyklä kovasti lahja saaminen kenkä .,positiivinen
placeholder,Hyvä lahja. Ostin ne miehelleni lahjaksi ja kovasti on tykännyt.,4,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder hyvä lahja . ostaa se mies lahja ja kovasti olla tykänty .,positiivinen
placeholder,Lämpimät ja mukavat sisäkengät. Ostin pojalleni hänen kouluunsa sisäkengiksi. Ovat lämpimät ja mukavat käyttää,4,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder lämpi#mät ja mukava sisä#kenkä . ostaa poika hän koulu sisä#kenkä . ova lämpi#mät ja mukava käyttää,positiivinen
placeholder,Pettymys. Kengistä lähtee pohjista pinta irti.,1,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder pettymys . kenkki lähteä pohja pinta irti .,positiivinen
placeholder,"Kiitos tarpeeksi isoista reiskoista. Sain 60-vuotiaslahjaksi Reino-tossut. Lahjan antajat olivat arvioineen jalan kokoni väärin ( se on siro 47). Viikin Prismasta löytyi sopivat, ja olisi ollut vielä pari kokoa isompiakin. Nyt lahjareiskat sopivat jalkaan kuin valetut. - Kiitos isojalkaisten huomioon ottamisesta.",4,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,"placeholder kiitos tarpeeksi isoista reiska . saada 60#vuotias#lahja Reino#tossu . lahja antaja olla arvioine jalka kokoni väärin ( se olla siro 47 ) . viikki prismas löytyä sopia , ja olla olla vielä pari koko isompi . nyt lahja#reiska sopia jalka kuin valetus . - kiitos isojalkainen huomio ottaminen .",positiivinen
placeholder,"Hyvät ominaisuudet. Ostin tuotteen, mutta jouduin palauttamaan sen väärän koon vuoksi.",3,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,"placeholder hyvä ominaisuus . ostaa tuote , mutta joutua palauttaa se väärä koko vuoksi .",positiivinen
placeholder,Reinot ei petä. Legendaariset tossut,5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder reino ei petä . legendaarinen tossu,negatiivinen
placeholder,Sopivat tossut. Olen tyytyväinen ostokseen,1,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder sopiva tossu . olla tyytyväinen ostos,positiivinen
placeholder,"Maailman parhaimmat ""aamu"" tossut. Etsin ja viimein löysin prismasta. Se kun meni ja valitsin sopivan kokoiset Reinot!",5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,"placeholder maailma hyvä "" aamu "" tossu . etsiä ja viimein löytää prismas . se kun mennä ja valita sopia kokoinen reino !",positiivinen
placeholder,"Reinot vaikuttivat hyviltä kuten ennen. Materiaali ja tuotteen ""napakkuus"" olivat samanlaiset kuin Suomessa aiemmin valmistettujen. Toivottavasti myös jatkossa laatu säilyy.",5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,"placeholder reino vaikuttaa hyvä kuten ennen . materiaali ja tuote "" napakkuus "" olla samanlainen kuin Suomi aiemmin valmistaa . toivottavasti myös jatko laatu säilyä .",positiivinen
placeholder,Reinot on aina hyvät! Vein sedälleni Reino-tossut hänen pyynnöstään koska hän on huomannut vuosien saatossa niiden olevan kestävimmät ja parhaat jalassa.,5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder reino olla aina hyvä ! vein sedän Reino#tossu hän pyyntö koska hän olla huomata vuosi saatto se olla kestävä ja hyvä jalka .,positiivinen
placeholder,Mukavat tossut. Lahjaksi ostettu. Perinteiset ja mukavat tossut jotka helppo laittaa jalkaan.,4,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder mukava tossu . lahjaksi ostaa . perinteinen ja mukava tossu joka helppo laittaa jalka .,positiivinen
placeholder,"Lämpimät ja laadukkaat. Olen ostanut useammat reinot perheelle ja lahjaksi, ne ovat mukavat ja lämpimät jalassa.",5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,"placeholder lämpi#mät ja laadukas . olla ostaa usea reino perhe ja lahja , se olla mukava ja lämpi#mät jalka .",positiivinen
placeholder,Mahtavat tossut. Mun ukki on todella tyytyväinen,5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder mahtava tossu . minä ukki olla todella tyytyväinen,positiivinen
placeholder,Hyvät ominaisuudet. Ostin Reinot isälleni kolme viikkoa sitten. Ne ovat pehmeät ja lämpimät tossut.,4,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder hyvä ominaisuus . ostaa reino isä kolme viikko sitten . se olla pehmeä ja lämpi#mät tossu .,positiivinen
placeholder,"Hain lämpöä jaloille. Olen ollut tyytyväinen, ei palele jalkoja mökin kylmällä lattialla.",5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,"placeholder hain lämpö jalo . olla olla tyytyväinen , ei palele jalka mökin kylmä lattia .",positiivinen
placeholder,Odotettu lahja. Saaja on hyvin tyytyväinen näihin.,5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder odotettu lahja . saaja olla hyvin tyytyväinen tämä .,positiivinen
placeholder,"Helpot jalkaan pistettävät. Reinot tulivat miehelleni. Edelliset reiskat olivat tepsutelleet tiensä päähän n.10 vuoden käytön jälkeen. Mieheni pitää näistä, ne ovat lämpimät ja helpot jalkaan pukattavat. Erinomaiset kotikengät.",5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,"placeholder helpo jalka pistettävä . reino tulla mies . edellinen reiska olla tepsutelle tie pää n.10 vuosi käyttö jälkeen . mies pitää tämä , se olla lämpi#mät ja helppo jalka pukattava . erin#omainen koti#kenkä .",positiivinen
placeholder,Aina yhtä luotettavat. Ostin molemmat Reinot miehelleni sekä kotiin että mökille. Vanhat Reinot olivat jo loppuun käytetyt. Hääpäivälahja 32 v. Mies oli tyytyväinen ja värikin kivampi kuin vanhoissa,5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder aina yhtä luotettava . ostaa molemmat reino mies sekä koti että mökki . vanha reino olla jo loppu käyttää . hää#päivä#lahja 32 v . mies olla tyytyväinen ja väri kivampi kuin vanha,positiivinen
placeholder,"Kiva tohveli. Poika halusi Reinot ja on ollut tyytyväinen. Sopii saunatossuksi, kotitossuksi ja muuten vaan pidettäväksi. Kivat on",4,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,"placeholder kiva tohveli . poika haluta reino ja olla olla tyytyväinen . sopii saunatos , koti#tossu ja muuten vaan pitää . kivat olla",positiivinen
placeholder,Ihan parhaat joka paikan höylät! Nää on klassikot ja ihan best!,5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder ihan hyvä joka paikka höylä ! tämä olla klassikko ja ihan best !,positiivinen
placeholder,"Reinot ne olla pitää! Reinot ovat helppo laittaa jalkaan ja niillä on mukava kävellä. Onneksi on edelleen saatavana. Niinpä perheemme miesväki saa kahdet Reinot lahjaksi joka vuosi, toiset syntymäpäivänä ja toiset jouluna. Siitä on tullut perinne.",5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,"placeholder reino se olla pitää ! reino olla helppo laittaa jalka ja se olla mukava kävellä . onneksi olla edelleen saada . niinpä perhe miesväki saada kaksi reino lahja joka vuosi , toinen syntymä#päivä ja toinen joulu . se olla tulla perinne .",positiivinen
placeholder,"Melkein kuin vanhatkin Reinot. Vaikka minkään ei pitänyt muuttua tuotannon siirtyessä pois Suomesta niin valitettavasti niin ei ole. Kokomerkinnät eivät vastaa entisiä enää ja tossut ovat ""kovemmat"" varsistaan.",3,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,"placeholder melkein kuin vanha reino . vaikka mikään ei pitää muuttua tuotanto siirtyä pois Suomi niin valitettavasti niin ei olla . koko#merkintä ei vastata entinen enää ja tossu olla "" kova "" varsi .",negatiivinen
placeholder,"Hyvät tossut, hienot perinteiset. Hyvä ostos tuli tehtyä, oikea koko mitoitus, varpaat pysyvät nyt lämpiminä.",5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,"placeholder hyvä tossu , hieno perinteinen . hyvä ostos tulla tehdä , oikea koko mitoitus , varpas pysyä nyt lämmin .",positiivinen
placeholder,Toivotut kotitossut! Ostin tossut äitini miehelle toista kertaa. Alunperin ostin hänelle tossut joululahjaksi kaksi ja puoli vuotta sitten. Äitini ja hänen miehensä asuvat pysyvästi Espanjassa. Koronan vuoksi en ole päässyt heitä tapaamaan puoleentoista vuoteen. Nyt elokuussa avautui tilaisuus ja sain Reino tilauksen Espanjasta. Kun annoin kengät niin sain kuulla että talvikautena ne ovat jalassa päivittäin (Espanjassa on kivilattiat) ja ovat aivan erinomaiset: lämpimät ja hyvät jalassa. Ilmeisesti parhaat tossut ikinä. Edelliset Reinot oli jo edellisenä talvena kävelty loppuun.,5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder toivotut koti#tossu ! ostaa tossu äiti mies toinen kerta . alunperin ostaa hän tossu joulu#lahja kaksi ja puoli vuosi sitten . äiti ja hän mies asua pysyvästi Espanja . korona vuoksi ei olla päästä hän tavata puoliento vuosi . nyt elokuu avautua tilaisuus ja saada Reino tilaus Espanja . kun antaa kenkä niin saada kuulla että talvi#kausi se olla jalka päivittäin ( Espanja olla kivilattia ) ja olla aivan erin#omainen : lämpi#mät ja hyvä jalka . ilmeisesti hyvä tossu ikinä . edellinen reino olla jo edellinen talvi kävelty loppu .,positiivinen
placeholder,"Lahjaidea. Ostin lahjaksi, lahjansaaja oli kovin tyytyväinen.",5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,"placeholder lahjaidea . ostaa lahja , lahjansaaja olla kovin tyytyväinen .",positiivinen
placeholder,Klassikko. Ostoin isälle synttärit lahjaksi ja kehu kuinka hyvät ja sopivat oli,5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder klassikko . ostoin isä synttäri lahja ja kehu kuinka hyvä ja sopia olla,positiivinen
placeholder,Kätevä ja kevyt. Mieheni ei tule toimeen ilman reiskoja,5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder kätevä ja kevyt . mies ei tulla toimi ilman reisko,negatiivinen
placeholder,Sopivat ominaisuudet. Olen tyytyväinen aina kun ostan niitä miehelleni,5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder sopiva ominaisuus . olla tyytyväinen aina kun ostaa se mies,positiivinen
placeholder,Juuri sitä mitä hainki. Olutt tyytyväinen ihan perus reinot mitä odotinki,4,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder juuri se mikä hainki . olutt tyytyväinen ihan perus reino mikä odotinki,positiivinen
